lot_id,process_id,order_id,product_id,machine_id,total_work_time,setup_time,downtime
LOT000478,D,PORD000478,PRD0002,GRIND_03,92.38,21.48,0.15
LOT000478,E,PORD000478,PRD0002,ADD_02,105.44,21.9,13.85
LOT000479,A,PORD000479,PRD0008,MILL_02,74.67,18.77,4.38
LOT000479,B,PORD000479,PRD0008,LATHE_01,74.43,21.12,0.01
LOT000479,C,PORD000479,PRD0008,DRILL_02,74.95,18.62,8.79
LOT000479,D,PORD000479,PRD0008,GRIND_01,71.1,21.64,0.38
LOT000479,E,PORD000479,PRD0008,ADD_01,91.46,23.1,12.7
LOT000480,A,PORD000480,PRD0005,MILL_03,68.45,22.14,4.91
LOT000480,B,PORD000480,PRD0005,LATHE_03,64.78,24.06,2.05
LOT000480,C,PORD000480,PRD0005,DRILL_01,60.94,18.11,8.06
LOT000480,D,PORD000480,PRD0005,GRIND_01,66.42,21.8,7.93
LOT000480,E,PORD000480,PRD0005,ADD_02,104.41,24.75,40.85
LOT000481,A,PORD000481,PRD0019,MILL_02,116.89,24.92,18.8
LOT000481,B,PORD000481,PRD0019,LATHE_02,82.42,15.05,4.4
LOT000481,C,PORD000481,PRD0019,DRILL_03,97.93,15.73,4.85
LOT000481,D,PORD000481,PRD0019,GRIND_03,93.26,19.66,2.57
LOT000481,E,PORD000481,PRD0019,ADD_01,110.11,21.15,18.34
LOT000482,A,PORD000482,PRD0011,MILL_04,65.82,22.72,13.67
LOT000482,B,PORD000482,PRD0011,LATHE_02,54.48,24.36,5.39
LOT000482,C,PORD000482,PRD0011,DRILL_01,39.42,16.13,1.05
LOT000482,D,PORD000482,PRD0011,GRIND_03,55.55,21.68,7.76
LOT000482,E,PORD000482,PRD0011,ADD_02,55.55,21.94,8.57
LOT000483,A,PORD000483,PRD0012,MILL_04,68.92,19.46,1.35
LOT000483,B,PORD000483,PRD0012,LATHE_01,76.71,16.19,9.32
LOT000483,C,PORD000483,PRD0012,DRILL_03,70.64,18.3,7.41
LOT000483,D,PORD000483,PRD0012,GRIND_03,75.14,24.45,2.16
LOT000483,E,PORD000483,PRD0012,ADD_02,80.0,19.18,11.48
LOT000484,A,PORD000484,PRD0014,MILL_01,48.82,19.27,7.91
LOT000484,B,PORD000484,PRD0014,LATHE_03,47.99,24.82,3.97
LOT000484,C,PORD000484,PRD0014,DRILL_01,50.13,24.44,3.45
LOT000484,D,PORD000484,PRD0014,GRIND_03,64.7,24.89,18.2
LOT000484,E,PORD000484,PRD0014,ADD_01,51.08,22.2,10.2
LOT000485,A,PORD000485,PRD0005,MILL_01,97.63,19.6,23.2
LOT000485,B,PORD000485,PRD0005,LATHE_01,72.37,16.4,1.61
LOT000485,C,PORD000485,PRD0005,DRILL_02,68.73,20.78,6.55
LOT000485,D,PORD000485,PRD0005,GRIND_01,105.42,24.86,33.91
LOT000485,E,PORD000485,PRD0005,ADD_02,74.9,23.31,10.39
LOT000486,A,PORD000486,PRD0013,MILL_04,76.63,18.24,5.3
LOT000486,B,PORD000486,PRD0013,LATHE_04,68.5,21.5,0.05
LOT000486,C,PORD000486,PRD0013,DRILL_02,89.02,21.56,16.32
LOT000486,D,PORD000486,PRD0013,GRIND_03,82.9,19.97,4.83
LOT000486,E,PORD000486,PRD0013,ADD_02,77.27,19.64,5.06
LOT000487,A,PORD000487,PRD0009,MILL_01,55.0,18.55,6.73
LOT000487,B,PORD000487,PRD0009,LATHE_01,60.53,24.51,1.32
LOT000487,C,PORD000487,PRD0009,DRILL_02,56.13,15.64,5.27
LOT000487,D,PORD000487,PRD0009,GRIND_03,54.81,22.48,2.6
LOT000487,E,PORD000487,PRD0009,ADD_02,55.25,17.06,6.77
LOT000488,A,PORD000488,PRD0008,MILL_02,93.27,24.61,5.9
LOT000488,B,PORD000488,PRD0008,LATHE_04,87.29,18.6,1.25
LOT000488,C,PORD000488,PRD0008,DRILL_02,89.16,20.38,6.38
LOT000488,D,PORD000488,PRD0008,GRIND_02,82.06,24.99,0.44
LOT000488,E,PORD000488,PRD0008,ADD_01,90.65,16.2,8.48
LOT000489,A,PORD000489,PRD0012,MILL_02,87.8,18.67,15.39
LOT000489,B,PORD000489,PRD0012,LATHE_01,81.61,17.65,3.54
LOT000489,C,PORD000489,PRD0012,DRILL_03,78.42,17.67,9.86
LOT000489,D,PORD000489,PRD0012,GRIND_01,88.72,20.62,9.55
LOT000489,E,PORD000489,PRD0012,ADD_02,83.93,24.79,3.98
LOT000490,A,PORD000490,PRD0004,MILL_01,50.83,17.32,0.05
LOT000490,B,PORD000490,PRD0004,LATHE_04,54.18,15.43,3.69
LOT000490,C,PORD000490,PRD0004,DRILL_02,47.95,15.15,3.01
LOT000490,D,PORD000490,PRD0004,GRIND_02,65.98,15.86,8.71
LOT000490,E,PORD000490,PRD0004,ADD_01,96.02,22.62,38.33
LOT000491,A,PORD000491,PRD0006,MILL_04,41.46,22.57,1.7
LOT000491,B,PORD000491,PRD0006,LATHE_03,37.67,18.3,2.8
LOT000491,C,PORD000491,PRD0006,DRILL_03,40.59,15.57,7.95
LOT000491,D,PORD000491,PRD0006,GRIND_02,42.53,17.2,7.39
LOT000491,E,PORD000491,PRD0006,ADD_01,47.0,20.07,8.73
LOT000492,A,PORD000492,PRD0020,MILL_02,103.21,15.94,7.33
LOT000492,B,PORD000492,PRD0020,LATHE_01,103.39,20.42,6.72
LOT000492,C,PORD000492,PRD0020,DRILL_03,109.85,18.06,7.05
LOT000492,D,PORD000492,PRD0020,GRIND_02,119.09,21.65,15.04
LOT000492,E,PORD000492,PRD0020,ADD_02,105.28,18.74,4.45
LOT000493,A,PORD000493,PRD0011,MILL_01,52.66,19.25,0.44
LOT000493,B,PORD000493,PRD0011,LATHE_03,63.77,23.96,7.32
LOT000493,C,PORD000493,PRD0011,DRILL_03,42.39,15.01,1.89
LOT000493,D,PORD000493,PRD0011,GRIND_01,51.61,18.33,4.04
LOT000493,E,PORD000493,PRD0011,ADD_01,49.87,21.62,3.83
LOT000494,A,PORD000494,PRD0005,MILL_02,31.4,21.26,3.32
LOT000494,B,PORD000494,PRD0005,LATHE_01,35.28,21.8,6.89
LOT000494,C,PORD000494,PRD0005,DRILL_01,35.76,20.25,9.92
LOT000494,D,PORD000494,PRD0005,GRIND_02,36.91,21.83,8.81
LOT000494,E,PORD000494,PRD0005,ADD_02,34.83,18.83,10.09
LOT000495,A,PORD000495,PRD0014,MILL_01,107.22,20.82,7.74
LOT000495,B,PORD000495,PRD0014,LATHE_04,84.13,18.11,1.29
LOT000495,C,PORD000495,PRD0014,DRILL_01,99.79,20.42,1.01
LOT000495,D,PORD000495,PRD0014,GRIND_01,96.61,18.81,9.07
LOT000495,E,PORD000495,PRD0014,ADD_01,99.61,17.09,14.22
LOT000496,A,PORD000496,PRD0008,MILL_02,104.62,18.91,5.0
LOT000496,B,PORD000496,PRD0008,LATHE_03,107.37,21.95,4.42
LOT000496,C,PORD000496,PRD0008,DRILL_03,105.91,19.76,3.88
LOT000496,D,PORD000496,PRD0008,GRIND_03,129.61,21.04,31.66
LOT000496,E,PORD000496,PRD0008,ADD_01,113.57,16.74,11.07
LOT000497,A,PORD000497,PRD0017,MILL_01,68.42,16.56,5.88
LOT000497,B,PORD000497,PRD0017,LATHE_04,58.48,22.23,0.77
LOT000497,C,PORD000497,PRD0017,DRILL_02,72.29,24.15,7.38
LOT000497,D,PORD000497,PRD0017,GRIND_03,57.74,20.63,0.96
LOT000497,E,PORD000497,PRD0017,ADD_02,68.94,22.22,6.18
LOT000498,A,PORD000498,PRD0010,MILL_02,77.84,17.73,0.42
LOT000498,B,PORD000498,PRD0010,LATHE_01,91.88,16.66,5.55
LOT000498,C,PORD000498,PRD0010,DRILL_01,89.72,15.48,9.42
LOT000498,D,PORD000498,PRD0010,GRIND_03,83.73,24.24,2.47
LOT000498,E,PORD000498,PRD0010,ADD_01,86.27,21.03,9.83
LOT000499,A,PORD000499,PRD0020,MILL_01,83.78,21.03,3.04
LOT000499,B,PORD000499,PRD0020,LATHE_02,79.3,22.53,6.11
LOT000499,C,PORD000499,PRD0020,DRILL_02,78.07,17.23,4.4
LOT000499,D,PORD000499,PRD0020,GRIND_02,94.75,20.21,25.99
LOT000499,E,PORD000499,PRD0020,ADD_02,82.47,17.14,3.41
LOT000500,A,PORD000500,PRD0009,MILL_04,58.82,21.15,6.69
LOT000500,B,PORD000500,PRD0009,LATHE_03,54.1,22.33,6.02
LOT000500,C,PORD000500,PRD0009,DRILL_02,61.35,16.41,14.52
LOT000500,D,PORD000500,PRD0009,GRIND_03,50.87,21.1,3.17
LOT000500,E,PORD000500,PRD0009,ADD_01,45.55,20.5,1.69
LOT000501,A,PORD000501,PRD0017,MILL_01,55.74,21.13,0.17
LOT000501,B,PORD000501,PRD0017,LATHE_03,65.51,24.26,6.63
LOT000501,C,PORD000501,PRD0017,DRILL_02,59.93,17.18,5.6
LOT000501,D,PORD000501,PRD0017,GRIND_01,54.42,17.59,2.33
LOT000501,E,PORD000501,PRD0017,ADD_01,50.72,15.83,0.45
LOT000502,A,PORD000502,PRD0001,MILL_01,83.4,23.95,0.73
LOT000502,B,PORD000502,PRD0001,LATHE_02,77.87,15.19,6.49
LOT000502,C,PORD000502,PRD0001,DRILL_03,82.82,15.54,8.37
LOT000502,D,PORD000502,PRD0001,GRIND_02,83.57,21.67,3.63
LOT000502,E,PORD000502,PRD0001,ADD_01,82.42,19.2,11.43
LOT000503,A,PORD000503,PRD0012,MILL_02,65.04,23.23,4.9
LOT000503,B,PORD000503,PRD0012,LATHE_02,60.14,19.68,1.43
LOT000503,C,PORD000503,PRD0012,DRILL_03,52.73,17.06,1.21
LOT000503,D,PORD000503,PRD0012,GRIND_03,57.84,17.5,7.99
LOT000503,E,PORD000503,PRD0012,ADD_02,66.23,19.3,7.82
LOT000504,A,PORD000504,PRD0006,MILL_02,66.71,24.55,7.62
LOT000504,B,PORD000504,PRD0006,LATHE_03,51.66,18.82,1.95
LOT000504,C,PORD000504,PRD0006,DRILL_01,63.21,21.96,8.17
LOT000504,D,PORD000504,PRD0006,GRIND_01,56.74,18.24,5.97
LOT000504,E,PORD000504,PRD0006,ADD_02,60.44,16.01,7.61
LOT000505,A,PORD000505,PRD0005,MILL_03,75.4,19.14,1.71
LOT000505,B,PORD000505,PRD0005,LATHE_04,83.29,24.33,6.12
LOT000505,C,PORD000505,PRD0005,DRILL_02,77.46,21.0,9.47
LOT000505,D,PORD000505,PRD0005,GRIND_01,84.34,19.18,6.57
LOT000505,E,PORD000505,PRD0005,ADD_02,79.29,24.6,7.84
LOT000506,A,PORD000506,PRD0019,MILL_04,87.28,16.5,2.23
LOT000506,B,PORD000506,PRD0019,LATHE_01,82.52,19.78,3.94
LOT000506,C,PORD000506,PRD0019,DRILL_03,86.32,23.77,3.34
LOT000506,D,PORD000506,PRD0019,GRIND_03,85.16,17.91,6.54
LOT000506,E,PORD000506,PRD0019,ADD_01,94.72,24.6,6.01
LOT000507,A,PORD000507,PRD0020,MILL_03,118.3,23.29,0.49
LOT000507,B,PORD000507,PRD0020,LATHE_01,114.1,15.75,15.4
LOT000507,C,PORD000507,PRD0020,DRILL_01,121.12,20.47,7.55
LOT000507,D,PORD000507,PRD0020,GRIND_01,117.61,22.95,11.8
LOT000507,E,PORD000507,PRD0020,ADD_01,154.39,18.11,38.51
LOT000508,A,PORD000508,PRD0010,MILL_03,67.23,22.15,3.4
LOT000508,B,PORD000508,PRD0010,LATHE_01,78.6,23.74,8.19
LOT000508,C,PORD000508,PRD0010,DRILL_03,71.94,23.61,9.09
LOT000508,D,PORD000508,PRD0010,GRIND_01,70.65,20.74,7.86
LOT000508,E,PORD000508,PRD0010,ADD_01,66.38,20.74,6.03
LOT000509,A,PORD000509,PRD0003,MILL_02,73.73,24.42,5.16
LOT000509,B,PORD000509,PRD0003,LATHE_01,74.25,24.39,2.87
LOT000509,C,PORD000509,PRD0003,DRILL_03,78.62,21.32,4.52
LOT000509,D,PORD000509,PRD0003,GRIND_03,67.07,20.53,2.86
LOT000509,E,PORD000509,PRD0003,ADD_01,60.71,15.57,4.28
LOT000510,A,PORD000510,PRD0015,MILL_01,98.78,21.82,0.88
LOT000510,B,PORD000510,PRD0015,LATHE_02,101.73,17.16,9.45
LOT000510,C,PORD000510,PRD0015,DRILL_02,99.66,16.19,4.44
LOT000510,D,PORD000510,PRD0015,GRIND_03,125.81,24.73,18.56
LOT000510,E,PORD000510,PRD0015,ADD_02,104.8,24.77,2.71
LOT000511,A,PORD000511,PRD0002,MILL_02,70.17,21.24,4.03
LOT000511,B,PORD000511,PRD0002,LATHE_02,65.62,16.29,5.76
LOT000511,C,PORD000511,PRD0002,DRILL_01,63.77,15.35,7.28
LOT000511,D,PORD000511,PRD0002,GRIND_03,83.49,15.93,18.6
LOT000511,E,PORD000511,PRD0002,ADD_02,76.33,24.0,4.66
LOT000512,A,PORD000512,PRD0014,MILL_02,43.8,15.75,3.07
LOT000512,B,PORD000512,PRD0014,LATHE_04,52.42,15.34,16.2
LOT000512,C,PORD000512,PRD0014,DRILL_02,46.68,22.9,1.94
LOT000512,D,PORD000512,PRD0014,GRIND_02,60.64,24.81,14.02
LOT000512,E,PORD000512,PRD0014,ADD_01,41.94,17.16,6.22
LOT000513,A,PORD000513,PRD0009,MILL_02,124.68,19.14,17.9
LOT000513,B,PORD000513,PRD0009,LATHE_03,102.24,20.6,1.94
LOT000513,C,PORD000513,PRD0009,DRILL_02,98.95,17.01,2.55
LOT000513,D,PORD000513,PRD0009,GRIND_01,93.8,19.76,3.23
LOT000513,E,PORD000513,PRD0009,ADD_01,107.26,20.37,9.52
LOT000514,A,PORD000514,PRD0011,MILL_01,99.85,24.54,3.41
LOT000514,B,PORD000514,PRD0011,LATHE_03,93.14,23.34,5.27
LOT000514,C,PORD000514,PRD0011,DRILL_01,99.43,19.07,24.48
LOT000514,D,PORD000514,PRD0011,GRIND_03,91.0,18.85,5.77
LOT000514,E,PORD000514,PRD0011,ADD_02,90.82,17.88,14.61
LOT000515,A,PORD000515,PRD0018,MILL_04,82.39,20.07,4.24
LOT000515,B,PORD000515,PRD0018,LATHE_02,96.15,20.44,18.63
LOT000515,C,PORD000515,PRD0018,DRILL_02,75.83,21.93,3.56
LOT000515,D,PORD000515,PRD0018,GRIND_02,73.58,19.84,2.27
LOT000515,E,PORD000515,PRD0018,ADD_01,75.15,15.99,8.95
LOT000516,A,PORD000516,PRD0014,MILL_04,89.83,16.7,7.25
LOT000516,B,PORD000516,PRD0014,LATHE_01,78.32,17.15,8.89
LOT000516,C,PORD000516,PRD0014,DRILL_02,88.22,18.01,7.74
LOT000516,D,PORD000516,PRD0014,GRIND_02,97.19,23.36,8.02
LOT000516,E,PORD000516,PRD0014,ADD_01,71.11,17.23,1.37
LOT000517,A,PORD000517,PRD0016,MILL_04,91.68,21.55,7.46
LOT000517,B,PORD000517,PRD0016,LATHE_03,72.47,15.66,0.84
LOT000517,C,PORD000517,PRD0016,DRILL_02,108.81,23.67,9.25
LOT000517,D,PORD000517,PRD0016,GRIND_02,90.68,20.74,2.63
LOT000517,E,PORD000517,PRD0016,ADD_02,102.47,24.38,13.28
LOT000518,A,PORD000518,PRD0007,MILL_01,122.1,18.41,19.84
LOT000518,B,PORD000518,PRD0007,LATHE_02,120.37,24.44,5.73
LOT000518,C,PORD000518,PRD0007,DRILL_03,107.93,23.16,4.34
LOT000518,D,PORD000518,PRD0007,GRIND_02,120.96,15.62,1.24
LOT000518,E,PORD000518,PRD0007,ADD_02,115.08,22.03,11.38
LOT000519,A,PORD000519,PRD0017,MILL_02,72.28,16.89,5.54
LOT000519,B,PORD000519,PRD0017,LATHE_03,72.62,23.33,6.32
LOT000519,C,PORD000519,PRD0017,DRILL_02,72.3,22.57,2.97
LOT000519,D,PORD000519,PRD0017,GRIND_02,75.29,18.51,8.68
LOT000519,E,PORD000519,PRD0017,ADD_01,85.97,23.49,14.03
LOT000520,A,PORD000520,PRD0015,MILL_03,71.1,18.06,3.18
LOT000520,B,PORD000520,PRD0015,LATHE_01,88.5,23.5,16.64
LOT000520,C,PORD000520,PRD0015,DRILL_01,73.4,18.56,1.0
LOT000520,D,PORD000520,PRD0015,GRIND_03,98.41,20.05,25.7
LOT000520,E,PORD000520,PRD0015,ADD_01,79.88,24.04,3.25
LOT000521,A,PORD000521,PRD0016,MILL_02,40.66,23.4,3.42
LOT000521,B,PORD000521,PRD0016,LATHE_02,37.93,23.71,3.1
LOT000521,C,PORD000521,PRD0016,DRILL_03,39.7,17.51,8.5
LOT000521,D,PORD000521,PRD0016,GRIND_02,43.24,23.27,6.75
LOT000521,E,PORD000521,PRD0016,ADD_01,43.17,17.72,11.01
LOT000522,A,PORD000522,PRD0019,MILL_02,71.58,18.38,2.71
LOT000522,B,PORD000522,PRD0019,LATHE_01,67.48,16.7,3.87
LOT000522,C,PORD000522,PRD0019,DRILL_03,68.93,18.39,2.11
LOT000522,D,PORD000522,PRD0019,GRIND_03,68.5,18.47,1.86
LOT000522,E,PORD000522,PRD0019,ADD_01,70.42,16.95,4.32
LOT000523,A,PORD000523,PRD0003,MILL_03,65.15,21.01,2.54
LOT000523,B,PORD000523,PRD0003,LATHE_04,72.35,16.43,10.97
LOT000523,C,PORD000523,PRD0003,DRILL_01,79.43,21.21,5.58
LOT000523,D,PORD000523,PRD0003,GRIND_01,65.26,19.05,2.34
LOT000523,E,PORD000523,PRD0003,ADD_02,66.86,23.24,0.94
LOT000524,A,PORD000524,PRD0008,MILL_03,58.88,22.27,0.74
LOT000524,B,PORD000524,PRD0008,LATHE_04,67.63,21.78,11.99
LOT000524,C,PORD000524,PRD0008,DRILL_02,80.14,24.27,22.82
LOT000524,D,PORD000524,PRD0008,GRIND_01,51.16,16.87,5.0
LOT000524,E,PORD000524,PRD0008,ADD_02,65.04,16.26,10.98
LOT000525,A,PORD000525,PRD0010,MILL_02,98.2,21.59,3.95
LOT000525,B,PORD000525,PRD0010,LATHE_02,108.72,23.32,5.44
LOT000525,C,PORD000525,PRD0010,DRILL_02,109.21,23.63,7.44
LOT000525,D,PORD000525,PRD0010,GRIND_01,95.12,24.21,2.48
LOT000525,E,PORD000525,PRD0010,ADD_02,93.15,18.08,8.48
LOT000526,A,PORD000526,PRD0019,MILL_04,36.97,16.98,5.34
LOT000526,B,PORD000526,PRD0019,LATHE_03,37.41,23.68,0.16
LOT000526,C,PORD000526,PRD0019,DRILL_01,56.4,24.97,17.43
LOT000526,D,PORD000526,PRD0019,GRIND_01,44.18,19.06,10.8
LOT000526,E,PORD000526,PRD0019,ADD_02,43.71,16.64,12.19
LOT000527,A,PORD000527,PRD0004,MILL_04,84.32,17.33,1.43
LOT000527,B,PORD000527,PRD0004,LATHE_03,88.18,22.64,1.29
LOT000527,C,PORD000527,PRD0004,DRILL_02,92.01,19.94,8.72
LOT000527,D,PORD000527,PRD0004,GRIND_02,90.01,21.27,0.64
LOT000527,E,PORD000527,PRD0004,ADD_02,125.48,20.54,36.72
LOT000528,A,PORD000528,PRD0017,MILL_04,117.4,15.46,7.9
LOT000528,B,PORD000528,PRD0017,LATHE_04,111.92,21.87,4.52
LOT000528,C,PORD000528,PRD0017,DRILL_01,112.61,23.83,8.4
LOT000528,D,PORD000528,PRD0017,GRIND_02,100.16,22.88,2.06
LOT000528,E,PORD000528,PRD0017,ADD_01,143.27,15.78,41.37
LOT000529,A,PORD000529,PRD0015,MILL_04,92.95,22.15,6.17
LOT000529,B,PORD000529,PRD0015,LATHE_02,98.13,17.62,0.86
LOT000529,C,PORD000529,PRD0015,DRILL_01,100.54,17.76,2.02
LOT000529,D,PORD000529,PRD0015,GRIND_02,98.09,17.95,3.94
LOT000529,E,PORD000529,PRD0015,ADD_01,105.79,24.13,3.41
LOT000530,A,PORD000530,PRD0018,MILL_03,67.24,23.31,6.28
LOT000530,B,PORD000530,PRD0018,LATHE_03,58.66,19.94,0.52
LOT000530,C,PORD000530,PRD0018,DRILL_03,72.97,16.12,17.01
LOT000530,D,PORD000530,PRD0018,GRIND_01,56.56,15.65,3.22
LOT000530,E,PORD000530,PRD0018,ADD_02,59.26,20.3,3.52
LOT000531,A,PORD000531,PRD0014,MILL_01,55.12,16.9,17.73
LOT000531,B,PORD000531,PRD0014,LATHE_02,44.83,21.95,4.93
LOT000531,C,PORD000531,PRD0014,DRILL_01,52.38,24.92,6.83
LOT000531,D,PORD000531,PRD0014,GRIND_03,53.79,24.45,6.62
LOT000531,E,PORD000531,PRD0014,ADD_01,53.78,22.12,13.92
LOT000532,A,PORD000532,PRD0015,MILL_03,35.98,17.26,1.31
LOT000532,B,PORD000532,PRD0015,LATHE_02,48.87,20.54,7.44
LOT000532,C,PORD000532,PRD0015,DRILL_03,54.08,20.93,9.46
LOT000532,D,PORD000532,PRD0015,GRIND_01,40.0,17.07,1.24
LOT000532,E,PORD000532,PRD0015,ADD_01,42.74,17.57,6.17
LOT000533,A,PORD000533,PRD0006,MILL_04,84.28,16.22,9.01
LOT000533,B,PORD000533,PRD0006,LATHE_02,83.95,24.15,3.15
LOT000533,C,PORD000533,PRD0006,DRILL_03,93.88,16.87,19.76
LOT000533,D,PORD000533,PRD0006,GRIND_03,85.08,18.04,8.74
LOT000533,E,PORD000533,PRD0006,ADD_01,116.94,21.62,36.52
LOT000534,A,PORD000534,PRD0001,MILL_02,88.93,16.02,4.31
LOT000534,B,PORD000534,PRD0001,LATHE_03,87.34,23.97,1.13
LOT000534,C,PORD000534,PRD0001,DRILL_03,84.39,15.91,0.64
LOT000534,D,PORD000534,PRD0001,GRIND_02,96.38,18.16,8.14
LOT000534,E,PORD000534,PRD0001,ADD_01,115.39,19.56,40.51
LOT000535,A,PORD000535,PRD0019,MILL_03,47.38,21.56,0.8
LOT000535,B,PORD000535,PRD0019,LATHE_02,41.77,21.72,1.07
LOT000535,C,PORD000535,PRD0019,DRILL_02,53.2,24.72,4.05
LOT000535,D,PORD000535,PRD0019,GRIND_03,68.26,15.29,30.54
LOT000535,E,PORD000535,PRD0019,ADD_01,53.29,23.79,6.16
LOT000536,A,PORD000536,PRD0004,MILL_03,87.75,15.57,4.56
LOT000536,B,PORD000536,PRD0004,LATHE_02,92.01,19.92,1.18
LOT000536,C,PORD000536,PRD0004,DRILL_03,93.4,17.47,8.86
LOT000536,D,PORD000536,PRD0004,GRIND_03,110.1,18.26,4.89
LOT000536,E,PORD000536,PRD0004,ADD_02,102.56,24.9,3.79
LOT000537,A,PORD000537,PRD0017,MILL_02,93.72,19.54,3.98
LOT000537,B,PORD000537,PRD0017,LATHE_04,91.39,23.72,4.48
LOT000537,C,PORD000537,PRD0017,DRILL_03,106.6,21.61,8.48
LOT000537,D,PORD000537,PRD0017,GRIND_02,88.22,17.65,6.74
LOT000537,E,PORD000537,PRD0017,ADD_02,101.83,21.45,9.66
LOT000538,A,PORD000538,PRD0002,MILL_04,65.4,19.99,7.75
LOT000538,B,PORD000538,PRD0002,LATHE_01,69.14,15.01,4.73
LOT000538,C,PORD000538,PRD0002,DRILL_01,70.88,22.23,3.19
LOT000538,D,PORD000538,PRD0002,GRIND_03,68.34,17.5,6.88
LOT000538,E,PORD000538,PRD0002,ADD_01,67.57,20.39,1.08
LOT000539,A,PORD000539,PRD0014,MILL_01,67.62,15.56,16.19
LOT000539,B,PORD000539,PRD0014,LATHE_02,58.77,23.44,6.32
LOT000539,C,PORD000539,PRD0014,DRILL_01,62.45,19.67,8.63
LOT000539,D,PORD000539,PRD0014,GRIND_01,61.03,22.63,6.31
LOT000539,E,PORD000539,PRD0014,ADD_02,60.95,23.09,5.84
LOT000540,A,PORD000540,PRD0011,MILL_04,88.5,22.42,3.8
LOT000540,B,PORD000540,PRD0011,LATHE_03,112.31,23.9,16.4
LOT000540,C,PORD000540,PRD0011,DRILL_03,73.11,16.51,1.22
LOT000540,D,PORD000540,PRD0011,GRIND_02,97.0,18.17,9.06
LOT000540,E,PORD000540,PRD0011,ADD_02,77.5,19.65,3.32
LOT000541,A,PORD000541,PRD0004,MILL_04,29.7,22.21,0.8
LOT000541,B,PORD000541,PRD0004,LATHE_02,36.14,24.57,5.79
LOT000541,C,PORD000541,PRD0004,DRILL_03,37.64,23.28,8.71
LOT000541,D,PORD000541,PRD0004,GRIND_01,37.1,20.5,9.38
LOT000541,E,PORD000541,PRD0004,ADD_02,42.27,24.93,10.95
LOT000542,A,PORD000542,PRD0018,MILL_04,87.11,21.76,2.55
LOT000542,B,PORD000542,PRD0018,LATHE_02,86.26,18.28,1.47
LOT000542,C,PORD000542,PRD0018,DRILL_01,101.25,22.75,13.54
LOT000542,D,PORD000542,PRD0018,GRIND_02,100.01,19.9,5.92
LOT000542,E,PORD000542,PRD0018,ADD_01,94.54,18.89,13.41
LOT000543,A,PORD000543,PRD0001,MILL_01,114.98,21.97,8.23
LOT000543,B,PORD000543,PRD0001,LATHE_02,115.95,22.69,6.55
LOT000543,C,PORD000543,PRD0001,DRILL_03,114.41,22.42,2.51
LOT000543,D,PORD000543,PRD0001,GRIND_01,148.44,22.62,31.3
LOT000543,E,PORD000543,PRD0001,ADD_02,140.51,22.46,32.85
LOT000544,A,PORD000544,PRD0016,MILL_03,31.94,19.74,1.02
LOT000544,B,PORD000544,PRD0016,LATHE_01,32.77,19.32,2.18
LOT000544,C,PORD000544,PRD0016,DRILL_02,35.54,18.13,5.89
LOT000544,D,PORD000544,PRD0016,GRIND_02,58.65,16.83,31.06
LOT000544,E,PORD000544,PRD0016,ADD_02,45.13,24.74,8.98
LOT000545,A,PORD000545,PRD0014,MILL_01,147.65,19.31,0.82
LOT000545,B,PORD000545,PRD0014,LATHE_04,130.62,22.37,4.1
LOT000545,C,PORD000545,PRD0014,DRILL_03,146.6,19.26,6.99
LOT000545,D,PORD000545,PRD0014,GRIND_03,156.19,16.46,5.83
LOT000545,E,PORD000545,PRD0014,ADD_01,127.16,21.01,3.16
LOT000546,A,PORD000546,PRD0002,MILL_04,85.22,19.08,2.38
LOT000546,B,PORD000546,PRD0002,LATHE_04,88.95,17.54,4.0
LOT000546,C,PORD000546,PRD0002,DRILL_03,96.27,21.18,7.82
LOT000546,D,PORD000546,PRD0002,GRIND_01,92.15,21.54,2.29
LOT000546,E,PORD000546,PRD0002,ADD_01,104.72,18.46,14.27
LOT000547,A,PORD000547,PRD0012,MILL_01,115.47,22.11,3.65
LOT000547,B,PORD000547,PRD0012,LATHE_04,126.62,21.83,6.72
LOT000547,C,PORD000547,PRD0012,DRILL_02,117.33,22.61,3.72
LOT000547,D,PORD000547,PRD0012,GRIND_02,126.99,16.23,8.14
LOT000547,E,PORD000547,PRD0012,ADD_01,131.55,22.02,7.83
LOT000548,A,PORD000548,PRD0019,MILL_02,81.24,17.31,1.11
LOT000548,B,PORD000548,PRD0019,LATHE_04,74.86,16.09,6.07
LOT000548,C,PORD000548,PRD0019,DRILL_01,82.06,24.25,1.73
LOT000548,D,PORD000548,PRD0019,GRIND_01,87.24,22.46,4.16
LOT000548,E,PORD000548,PRD0019,ADD_01,85.03,15.36,8.87
LOT000549,A,PORD000549,PRD0016,MILL_03,98.0,23.73,4.96
LOT000549,B,PORD000549,PRD0016,LATHE_01,86.94,23.62,2.23
LOT000549,C,PORD000549,PRD0016,DRILL_01,104.99,21.52,0.23
LOT000549,D,PORD000549,PRD0016,GRIND_02,128.23,20.32,34.94
LOT000549,E,PORD000549,PRD0016,ADD_02,99.31,16.17,1.12
LOT000550,A,PORD000550,PRD0019,MILL_01,60.51,21.47,2.19
LOT000550,B,PORD000550,PRD0019,LATHE_01,58.57,24.75,3.57
LOT000550,C,PORD000550,PRD0019,DRILL_03,63.5,24.31,5.2
LOT000550,D,PORD000550,PRD0019,GRIND_03,59.6,18.38,7.6
